word_original,synset,senses,definitions
net,bn:00024712n,"['计算机网络', '電腦網路', '互联网', '互聯網', '信息空间', '因特網', '网际网路', '网路', '網絡', '網際網路', '因特网', '网络', '網路', '赛博空间', '虚拟空间', '网络空间']","['除非說明，下面括號內的外語為阿爾巴尼亞語。', '網絡空间（英語：， Cyberspace），又譯信息空间、賽博空間、電子世界、网络世界等，是哲学和電腦领域中的一个抽象概念，指在電腦以及數位網路裡的虚拟现实。', '互聯網（英語：Internet）是指20世紀末期興起電腦網路與電腦網路之間所串連成的龐大網路系統。', '电脑网络互连形成的巨大网络。', '全球性的計算機網絡']"
nose,bn:00058117n,"['鼻子', '鼻']","['鼻，又称鼻子，是陸上動物呼吸的器官，屬呼吸系統一部份，也是許多哺乳類動物感應嗅覺的器官。', '《灵枢·五色》:“明堂者，鼻也”。']"
nut,bn:00058343n,['螺母'],['螺母又稱為螺帽（英語：Nut），是一種固定用工具，其中心有孔，孔的內側有旋紋。']
office,bn:00001961n,"['辦公室', '办公室', '政府机构', '政府機構']","['政府机构（或稱政府機關）泛指中央及地方的全部立法、行政、司法、官僚机关。', '工作場所']"
orange,bn:00059250n,"['橙色', '橘色', '橙黃色', '橘黃色', '橙黄色', '橘黄色']","['橙色，又稱橘色，作為二次顏料色，是红色與黄色的混合顏色，得名於橘的顏色。', '是紅色與黃色的混合。', '顏色']"
oven,bn:00059829n,"['炉', '爐', '烤炉', '烤爐', '烘箱', '烘爐', '烘炉']","['烤炉又称烘箱、烤箱、焗爐，是指用热空气烹调食品的一种装置，一般为封闭或半封闭结构。', '工具']"
pencil,bn:00061334n,"['铅笔', '鉛筆']",['铅笔（德語：Bleistift，法語：crayon，英語：pencil，西班牙語：lápiz），是一种以石墨為筆芯（彩色铅笔除外）、木杆為外包層製作的书写工具。']
picture,bn:00034471n,"['电影', '電影', '影片']","['电影（英語：movie/ film），特点是运动／移动的画面（英語：motion/ moving picture），是一种视觉艺术作品，用来模拟透過使用动态图像来传达思想、故事、感知、感觉、美或氛围的体验。', '一种表演视听艺术']"
pig,bn:00042006n,"['豬', '猪', '猪属', '家豬', 'Sus scrofa domestica']","['家豬（学名：Sus scrofa domestica），通称猪，是野猪被人类驯化后所形成的亚种，属于哺乳动物纲偶蹄目全撰类猪科猪亚科猪属，古代也称其為「豕」、「豚」、「豵」等。', '猪属（学名：Sus），是哺乳纲偶蹄目猪科的一屬，杂食类动物，包括10種左右，產于歐亞大陸。', '哺乳纲偶蹄目猪科的模式属，均为杂食类动物，目前拥有10种左右，包括野猪等均在内；', '野豬被人類馴化後所形成的亞種', '猪科的一属哺乳动物']"
pipe,bn:00062568n,"['管子', '管路', '管道運輸', '水管']","['管子，是一種中空圓柱物體，用來輸送流體。', '水管是人造傳輸水的工具，可以用銅、不銹鋼及竹、玻璃、人造纖維、塑膠等材料做成。', '用於管道，灌溉，以及其他應用。']"
plane,bn:00001697n,"['飛機', '飛龍機', '飞机', '飛行機', '飞行机', '飞龙机', '固定翼飛機']",['飛機（英語：airplane）是指由喷气发动机，螺旋桨或火箭发动机产生的推力向前推动的固定翼飛機。']
plate,bn:00050990n,"['牌照', '車輛號牌', '車牌', '號牌', '车牌', '号牌']","['車輛號牌是兩面分別懸掛在機動車前後的板材，通常使用的材質是鋁、塑料或貼紙，在板材上會顯示車輛的登記號碼、登記地區或其他的基本資料，形狀以美國、日本的長方形或是歐洲、中國大陸使用的長條形為主。', '识别方法']"
plough,bn:00063057n,['犁'],['犁是一种耕作的农具，用途是破碎土块并耕出槽沟，从而为播种做好准备。']
pocket,bn:00063155n,"['口袋', '荷包']","['口袋（pocket）是為了可以放一些小物品，在衣服上加上的袋狀或封套狀結構，可能是在衣服外面增加布料而產生的，也可能是在衣服內部設計加入的。', '衣服或褲子上的袋']"
pot,bn:00015106n,"['尿壺', '尿盆', '尿壶', '馬桶', '夜壶', '夜壺', '马桶', '便壶', '便壺']","['马桶，又称便桶、粪桶、恭桶、虎子、木馬子等，是指承接粪便、尿溺的厕所用具。', '家具']"
potato,bn:00047481n,"['土豆', 'patatas', '马铃薯', '馬鈴薯']","['馬鈴薯（學名：Solanum tuberosum），属茄科茄属多年生草本植物，块茎可供食用，是全球第四大重要的粮食作物，仅次于稻米、玉米和小麦。', '茄科茄属植物']"
prison,bn:00064468n,"['监狱', '拘留所', '班房', '监牢', '監獄']",['監獄（英語：prison）是拘禁囚犯的場所。']
rail,bn:00077838n,['鐵路軌道'],['鐵路軌道（英文：Railway track），是一種鐵路設施，簡稱路軌、鐵軌、軌道等，也称钢轨、股道。']
rat,bn:00056119n,"['小鼠属', '小鼠', '鼠', '老鼠', '耗子', '家鼠']","['小鼠屬（学名：Mus）也稱鼠屬、鼷鼠属，是啮齿目鼠科的一属，当中最常見的是小家鼠（Mus musculus）。', '又称为“小鼠”']"
receipt,bn:00000746n,"['收据', '收據', '發票', '收費明細', '發單', '收费明细', '帐单', '发票', '费用清单', '发单', '帳單', '費用清單']","['发票，是指经济活动中，由出售方向购买方签发的文本，内容包括向购买者提供产品或服务的名称、品質、协议价格。', '州学院（State College）是美国宾夕法尼亚州的一个城市，行政级别为自治镇，隶属于中央县，整个城市实际都是宾夕法尼亚州立大学的主校园区，绰号为“幸福谷”。', '收款凭证']"
rod,bn:00022813n,"['体罚', '體罰']",['体罚或身體處分，是指通過對人身體的責罰來進行處罰的行為，不論時間長短，例如罰站、雙腳并攏站立、打屁股、打手心、打手背、抽小腿、青蛙跳、懲罰式仰卧起坐、蹲著、半蹲等，甚至也有增加受罰者的羞辱，脫掉褲子打屁股、在升旗時在司令台旁半蹲等、鞭打腳底、只穿內褲罰站。']
roof,bn:00068220n,['屋顶'],"['屋顶是建筑的普遍构成元素之一，主要目的适用于防水，有平顶和坡顶之分，干旱地区房屋多用平顶，湿润地区多用坡顶。', '房屋的頂蓋']"
sail,bn:00068849n,['帆船'],['帆船操縱風力使船航行，是奧運的比賽項目之一。']
school,bn:00069619n,"['大學', '大学', '学堂', '学校', '學堂', '學校']","['学校（或稱學院） 是一種為教師及學生提供教育環境的機構，並通過特定的教育方式增進對學生的知識和價值體系。', '教育場所']"
scissors,bn:00060209n,"['剪刀', '剪子']",['剪刀，古稱鉸剪或鉸刀，粵語稱鉸剪，閩語稱鉸刀，是一種剪裁物件的工具，有雙刀刃。']
screw,bn:00069863n,['螺旋'],['螺旋（英語：screw）通常是表面具有凹凸不平呈螺旋線型條紋的圓柱體或圓孔體，稱這種圓柱體為「螺桿」、圓孔體為「螺母」、螺旋線型條紋為「螺紋」。']
seed,bn:00070253n,"['種子', '種', '种子', '种', '籽']",['种子在植物学的定义，是种子植物的胚珠经传粉受精后长成的结构，是裸子植物、被子植物特有的繁殖体（propagule）；一般由种皮、胚和胚乳组成。']
sheep,bn:00070967n,"['綿羊', '绵羊', '羊']",['綿羊（学名：Ovis aries）亦稱為家羊或白羊，屬哺乳綱偶蹄目牛科羊亞科，是一種四足反芻哺乳動物，也是世界上數量最多的羊種，共計超過十億。']
shelf,bn:00070999n,"['貨架', '架子', '搁架', '架']",['货架又稱架子，是家庭、企业、商店中用于展示或放置物品的一塊（也可以是多塊）板，它一般是平坦的平面。']
ship,bn:00071103n,['船'],"['船或船舶，泛指任何利用水的浮力并依靠人力、風帆、發動機（如蒸氣機、燃氣渦輪、柴油引擎、电动机、核動力）驱动螺旋槳、以及风扇或高壓噴嘴的反推为動力进行划、牽、拉、推，使其能在水面上移動的交通工具。', '浮于水面上的大型结构，不同于Q1229765']"
shirt,bn:00071142n,"['衬衣', '衬衫', '襯衣', '襯衫']",['襯衫（Shirt），又名襯衣、裇衫（分化自恤衫），是一種穿在西裝裡面的上衣，亦可單獨穿用。']
shoe,bn:00071172n,"['鞋', '鞋子']","['鞋，也稱鞋子，是一種穿在腳上的物品。', '保護人腳的一種物品']"
skin,bn:00024643n,"['皮', '肌膚', '皮膚', '肌肤', '皮肤', '外皮']","['皮膚，是包住脊椎動物的軟層，是器官之一。', '人体最大的器官。']"
skirt,bn:00072004n,"['裙子', '裙', '女裙']","['裙，俗稱裙子，為覆蓋腰身以下，筒形或圓錐形的衣服。', '裙的俗称', '服飾']"
snake,bn:00059150n,"['蛇', '长虫', '長蟲']",['蛇是一类無足的爬蟲類動物，是蛇亚目（学名：Serpentes）的通称，属于爬行纲，是蜥蜴的一個演化支，另有其它無足的爬虫類如蚓蜥、蛇蜥等并不属于蛇亚目。']
sock,bn:00072576n,"['短襪', '襪子', '袜子']",['短襪是襪子的一種，長度最長到腳踝上2~3公分，穿著時包覆整個腳踝，大部分是棉質或尼龍製成。']
spade,bn:00022443n,['黑鬼'],"['黑鬼（英語：nigger），中文通常音譯為尼哥，也有译劣哥，是对黑人的嚴重歧視用語和極具冒犯意圖的詞，在西方世界被普遍視為禁忌。', '对黑人的一种贬称']"
sponge,bn:00060631n,"['海绵', '多孔动物门']","['海绵（sponge）是一類原始的水生无脊椎动物，在生物分类学上構成名為多孔动物门（學名：Porifera，也称海绵动物门）的分類單元。', '一类原始的水生无脊椎动物']"
spoon,bn:00073547n,"['匕', '匙', '勺子', '勺', '匙子', '调羹', '汤匙']","['匙，舀汤用的小勺子，也称匙子、調羹、瓢羹或匙羹，是一种餐具、量具或工具，由带有凹陷的头部和连接的柄构成。', '由一个小浅碗组成的器具，椭圆形或圆形，位于手柄末端']"
spring,bn:00036077n,"['源泉', '泉', '泉水', '喷泉']","['泉是地下水天然出露至地表的地点，或者地下含水层露出地表的地点，大多位於沖積扇頂部。', '地下水露出至地表的地點。']"
square,bn:00036107n,['正方形'],['在平面几何学中，正方形是四邊相等且四個角是直角的四邊形。']
stamp,bn:00063768n,"['邮票', '郵票']",['邮票是郵政機關發行，供寄遞郵件貼用的郵資憑證。']
star,bn:00073964n,"['星', '恒星', '恆星', '母恒星']","['恆星是一种天体，由引力凝聚在一起的一颗球型发光等离子体，太阳就是最接近地球的恒星。', '由一個發光的等離子體球體組成的天文物體，由它自身的引力連接在一起']"
stem,bn:00073868n,"['茎', '莖', '连接或支撑部分', '柄', '树干']","['莖是植物的营养器官之一，是大多数植物可见的主幹，也是維管植物兩個主要結構之一，另一個是根。', '又称干，植物的营养器官之一', '维管植物的营养器官']"
stick,bn:00019079n,"['雪茄烟', '雪茄']",['雪茄（英語：Cigar），屬於香煙的其中一類，由乾燥、經過發酵煙草捲成的香煙，吸食時把其中一端點燃，然後在另一端用口吸咄產生煙霧。']
stocking,bn:00074376n,['絲襪'],['絲襪是一種尼龍薄襪，屬於現代襪子的一種，有中長短的分別。']
stomach,bn:00012886n,"['肚子', '胃']","['胃是人类和其他脊椎动物消化系統的一部分，是贮藏和消化食物的器官，上接食道，下接十二指腸。', '又称肚（dǔ），供食用的动物的胃']"
store,bn:00021483n,"['内存', '電腦數據存貯器', '電腦記憶體', '內存', '存储器']","['電腦數據存貯器（英文名：Computer data storage，也稱儲存器，港澳台地区称记忆体），記憶體通常指的是半導體儲存器—隨機存取記憶體，特別是動態隨機存取記憶體 。', '计算机存储器（英語：Computer memory）是一種利用半导体、磁性介质等技術制成的儲存資料的电子装置。', '包括上述的RAM和ROM等，是所有記憶體的總稱。']"
sun,bn:00028190n,"['星期天', '周日', '主日', '星期日', '礼拜天', '禮拜日', '礼拜日', '禮拜天', '朝圣日']","['主日（拉丁語：dies dominica，源自通用希腊语：he kuriake hemera）即主的日子，亦称礼拜日，在基督宗教傳統中，即是星期日，在這天，基督徒會舉行宗教儀式。', '星期日，又稱為星期天、禮拜天、禮拜日或週日，指在星期六与星期一之間的那一天，在一些国家中，尤其是美洲国家，星期日是一星期的第一天，是希伯来历一星期的第一天。', '星期中的日子']"
table,bn:00075813n,"['桌子', '桌']","['桌，又稱檯，是傢具的一種。', '家具']"
tail,bn:00075904n,"['尾巴', '尾子', '尾']","['尾，又稱尾巴，是指位於動物體背部尾端的部份，特別是指構造柔韌可彎曲、且明顯分開於軀幹的附肢部份，大致上相當於哺乳動物, 爬行类與鳥類的骶骨（薦骨）和尾骨。']"
thread,bn:00077028n,"['纱线', '纱', '线', '紗', '線', '毛線', '毛线', '紗線']","['纱线是一种很长的纤维，用于纺织、缝纫、编织、制绳等。', '一種纖維']"
throat,bn:00061897n,"['咽头', '咽喉', '嗓子', '咽', '喉咙', '喉嚨']",['咽喉（Throat）是解剖学中咽（学名：Pharynx）和喉（Larynx）的总称，是消化系统和呼吸系统的一部分。']
thumb,bn:00063376n,"['拇指', '大拇指', '大指', '大拇哥']",['拇指，又稱大拇指，是第一隻手指，也是五个指头中最强壮的一个，長度與小指相若。']
toe,bn:00077465n,"['腳趾', '脚趾', '脚尖', '趾']",['腳趾（Toes）或稱趾，是四足類（人及一些動物）足上指頭。']
tooth,bn:00077593n,"['牙齒', '人類牙齒', '牙齿', '齿', '牙']",['牙齒存在於很多脊椎動物的頭部（或口部）內、功能用於咀嚼食物的鈣化組織。']
town,bn:00077773n,"['大型村落', '鄉鎮', '镇', '城市', '城镇', '城']","['鄉鎮是聚居地的類型之一，可作為一種行政區劃類型。', '比一个村庄更大但比一个城市小的定居点']"
train,bn:00066028n,"['火車', '列车', '火车', '列車', '鐵路列車', '铁路列车']","['火車，是指在鐵路軌道上行駛的車輛，通常由多節車廂所組成，可以載運乘客或是貨物。', '2003年美加大停电是指2003年8月14日美国东北部部分地区以及加拿大东部地区出现的大范围停电。', '沿著固定軌道移動以運送乘客或貨物的一種或多種自行式車輛']"
tray,bn:00078102n,"['托盘', '盘子', '盘']",['托盘是装食物和餐具的一个盘子，常见于餐馆和酒店，方便一次运送多个餐具或食物，托盘通常使用木材、塑料、金属制成，形状有长方形、圆形、椭圆形。']
tree,bn:00078131n,"['树', '樹', '乔木']","['樹（tree）又称树木，在植物学定义中，是一种多年生植物，具有拉长的茎（称作樹幹），通常支持枝和叶。', '任一拥有明显的树干在离地有一定距离处带有树枝或叶子的大型多年生植物。']"
trousers,bn:00060423n,"['長褲', '裤子', '长裤', '褲子', '褲']",['褲又稱褲子、也作袴，是人類穿著在腰部以下，分別穿套兩腿的一種衣物的總稱。']
umbrella,bn:00078920n,"['傘', '雨傘', '伞', '雨伞']",['傘，粵、客語叫遮，是一種用來遮蔽雨、雪或日光照射的工具。']
wall,bn:00080386n,"['牆', '墙', '墙壁']","['墙（或称壁、墙壁）在建筑学上是指一种重直向的空间隔断结构，用来围合、分割或保护某一区域，是建筑设计中最重要的元素之一。', '建筑物']"
watch,bn:00077172n,"['錶', '手錶', '手表', '表', '怀表']",['手錶，或稱為腕錶，是指戴在手腕上、用以計時及顯示時間的儀器。']
wheel,bn:00010248n,"['单车', '單車', '自行車', '脚踏车', '鐵馬', '自行车', '铁马', '自由車', '腳踏車', '自由车']","['自行车，又稱作单车、腳踏車、腳車、鐵馬、自由車等，是種以人力踩推腳踏板驅動的小型非机动车。', '载具']"
whip,bn:00081007n,"['鞭子', '鞭']",['鞭為一種由金屬製的棒型打擊武器，有像刀劍一樣的握柄，打擊部有節狀且最前端有尖。']
whistle,bn:00081044n,['哨子'],"['哨子是一種小型的氣鳴樂器，利用氣流讓樂器內器件振動而發出尖銳的聲音。', '一种能吹出尖锐声的器物，可在操练和竞技比赛中用来发号令、也可用作乐器；']"
window,bn:00081285n,"['窗仔門', '窗戶', '窗户', '窗仔门', '窗']",['窗或窗户，在建筑学上是指墙或屋顶上建造的洞口，用以使光线或空气进入室内。']
wing,bn:00081336n,"['翅膀', '翼', '翅', '机翼']",['翅膀亦称翼，为鸟与昆虫等动物用来飞行的器官。']
worm,bn:00081635n,"['蟲', '蟲子', '虫', '虫子', '蠕虫']",['蠕虫是一类长条状，软体无脊椎动物。']
