word_original,synset,senses,original_definitions,clozes,clozes_with_start_of_word,definitions_wo_ref
cake,bn:00014609n,"['ケーキ', '菓子な']","['小麦、砂糖、卵と脂の混合物でつくられるまたはそれをもとにした焼き物', 'ケーキ（英: cake /kʰeɪk/, 仏: gâteau /ɡa.to/）は、洋菓子の一種。']","[('___（英: cake /kʰeɪk/, 仏: gâteau /ɡa.to/）は、洋菓子の一種。', ('ケーキ', '菓子な'))]","[('___（英: cake /kʰeɪk/, 仏: gâteau /ɡa.to/）は、洋菓子の一種。', ('ケーキ', '菓子な'))]",['小麦、砂糖、卵と脂の混合物でつくられるまたはそれをもとにした焼き物']
camera,bn:00015008n,['カメラ'],"['写真を撮るための装置（通常、片端にレンズがついた遮光ボックスと、もう一方には感光膜から成る）', 'カメラ（英: camera、独: Kamera）は、写真（や映像）を撮影するための光学的な機械や装置。', '写真や映像を撮影するための光学機器']","[('___（英: camera、独: Kamera）は、写真（や映像）を撮影するための光学的な機械や装置。', ('カメラ',))]","[('___（英: camera、独: Kamera）は、写真（や映像）を撮影するための光学的な機械や装置。', ('カメラ',))]","['写真を撮るための装置（通常、片端にレンズがついた遮光ボックスと、もう一方には感光膜から成る）', '写真や映像を撮影するための光学機器']"
card,bn:00015915n,"['身分証', 'ＩＤカード', 'ＩＤ', '身分証明書']",['持参者の身分を証明するカード'],[],[],['持参者の身分を証明するカード']
cart,bn:00016292n,"['ハンドカート', '荷車', '手車']","['荷車（にぐるま）とは、荷物を運ぶために使われる、車輪の付いた輸送用の道具。', '荷物を運ぶために使われる車輪の付いた輸送用の道具']","[('___（にぐるま）とは、荷物を運ぶために使われる、車輪の付いた輸送用の道具。', ('荷車', 'ハンドカート', '手車'))]","[('___（にぐるま）とは、荷物を運ぶために使われる、車輪の付いた輸送用の道具。', ('荷車', 'ハンドカート', '手車'))]",['荷物を運ぶために使われる車輪の付いた輸送用の道具']
carriage,bn:00016241n,"['馬車', 'キャリッジ']","['馬が引いている車輪付きの車', 'キャリッジ とは、古フランス語のcariageに由来する言葉で、最も広義には輸送機械・砲架・運搬機械全般を意味するが、現代英語での通常の用法では、個人用途で人を運ぶための4輪車両（主に馬車）を指す。', '馬を使った輸送機関']","[('___ とは、古フランス語のcariageに由来する言葉で、最も広義には輸送機械・砲架・運搬機械全般を意味するが、現代英語での通常の用法では、個人用途で人を運ぶための4輪車両（主に馬車）を指す。', ('キャリッジ', '馬車'))]","[('___ とは、古フランス語のcariageに由来する言葉で、最も広義には輸送機械・砲架・運搬機械全般を意味するが、現代英語での通常の用法では、個人用途で人を運ぶための4輪車両（主に馬車）を指す。', ('キャリッジ', '馬車'))]","['馬が引いている車輪付きの車', '馬を使った輸送機関']"
cat,bn:00016606n,"['猫', 'ネコ', 'Felis silvestris catus']","['ヤマネコ', 'ネコ（猫）は、狭義には食肉目ネコ科ネコ属に分類されるリビアヤマネコ（ヨーロッパヤマネコ）が家畜化されたイエネコ（家猫、Felis silvestris catus）に対する通称である。', '肉食の動物']","[('ネコ（猫）は、狭義には食肉目ネコ科ネコ属に分類されるリビアヤマネコ（ヨーロッパヤマネコ）が家畜化されたイエネコ（家猫、___）に対する通称である。', ('Felis silvestris catus',)), ('___（猫）は、狭義には食肉目ネコ科ネコ属に分類されるリビアヤマネコ（ヨーロッパヤマネコ）が家畜化されたイエネコ（家猫、Felis silvestris catus）に対する通称である。', ('ネコ',)), ('ネコ（___）は、狭義には食肉目ネコ科ネコ属に分類されるリビアヤマネコ（ヨーロッパヤマネコ）が家畜化されたイエネコ（家猫、Felis silvestris catus）に対する通称である。', ('猫',))]","[('ネコ（猫）は、狭義には食肉目ネコ科ネコ属に分類されるリビアヤマネコ（ヨーロッパヤマネコ）が家畜化されたイエネコ（家猫、___）に対する通称である。', ('Felis silvestris catus',)), ('___（猫）は、狭義には食肉目ネコ科ネコ属に分類されるリビアヤマネコ（ヨーロッパヤマネコ）が家畜化されたイエネコ（家猫、Felis silvestris catus）に対する通称である。', ('ネコ',)), ('ネコ（___）は、狭義には食肉目ネコ科ネコ属に分類されるリビアヤマネコ（ヨーロッパヤマネコ）が家畜化されたイエネコ（家猫、Felis silvestris catus）に対する通称である。', ('猫',))]","['肉食の動物', 'ヤマネコ']"
chain,bn:00017487n,['連結'],['関連し合っているかのようにお互いに影響し合う一連の事柄'],[],[],['関連し合っているかのようにお互いに影響し合う一連の事柄']
cheese,bn:00018038n,"['チーズ', '酪', '乾酪']","['凝乳を圧縮して固体状にした食物', 'チーズ（英語: cheese）とは、乳蛋白質であるカゼインの凝固によって、さまざまな風味、食感、形状で製造される乳製品である。', '乳を原料とし、凝固や発酵などの加工をしてつくられる食品']","[('___（英語: cheese）とは、乳蛋白質であるカゼインの凝固によって、さまざまな風味、食感、形状で製造される乳製品である。', ('チーズ', '乾酪', '酪'))]","[('___（英語: cheese）とは、乳蛋白質であるカゼインの凝固によって、さまざまな風味、食感、形状で製造される乳製品である。', ('チーズ', '乾酪', '酪'))]","['乳を原料とし、凝固や発酵などの加工をしてつくられる食品', '凝乳を圧縮して固体状にした食物']"
chest,bn:00018208n,['櫃'],"['櫃（ひつ）とは、比較的大型の箱。', 'ウィキメディアの一覧記事']","[('___（ひつ）とは、比較的大型の箱。', ('櫃',))]","[('___（ひつ）とは、比較的大型の箱。', ('櫃',))]",['ウィキメディアの一覧記事']
chin,bn:00018426n,"['顎', 'おとがい']","['下顎の突き出た部分', '頤（おとがい）は、ヒトの下あごまたは下あごの先端をさす語である。', 'マーズ、マース、マルス', 'ヒトの下顎またはその先端']","[('頤（___）は、ヒトの下あごまたは下あごの先端をさす語である。', ('おとがい', '顎'))]","[('頤（___）は、ヒトの下あごまたは下あごの先端をさす語である。', ('おとがい', '顎'))]","['ヒトの下顎またはその先端', 'マーズ、マース、マルス', '下顎の突き出た部分']"
church,bn:00018995n,"['教会', '教会堂', '聖堂']","['市民（特にキリスト教徒の）崇拝の場所', '教会堂（きょうかいどう）は、キリスト教などの教会の建築物である。', 'キリスト教の礼拝のための建築物']","[('___（きょうかいどう）は、キリスト教などの教会の建築物である。', ('教会堂', '教会', '聖堂'))]","[('___（きょうかいどう）は、キリスト教などの教会の建築物である。', ('教会堂', '聖堂')), ('___堂（きょうかいどう）は、キリスト教などの教会の建築物である。', ('教会', '聖堂'))]","['市民（特にキリスト教徒の）崇拝の場所', 'キリスト教の礼拝のための建築物']"
circle,bn:00019169n,"['円', '丸']","['数学において、円（えん、英: circle）とは、平面（2次元ユークリッド空間）上の、定点Ｏ（オー） からの距離が等しい点の集合でできる曲線のことをいう。', '幾何学図形のひとつ']","[('数学において、___（えん、英: circle）とは、平面（2次元ユークリッド空間）上の、定点Ｏ（オー） からの距離が等しい点の集合でできる曲線のことをいう。', ('円', '丸'))]","[('数学において、___（えん、英: circle）とは、平面（2次元ユークリッド空間）上の、定点Ｏ（オー） からの距離が等しい点の集合でできる曲線のことをいう。', ('円', '丸'))]",['幾何学図形のひとつ']
clock,bn:00019887n,['時計'],"['時刻を示す時計', '時計（とけい、英: clock、携帯型のみwatch）とは、時刻を示す装置、あるいは時間を測定する装置。.', '時刻を知るための機器']","[('___（とけい、英: clock、携帯型のみwatch）とは、時刻を示す装置、あるいは時間を測定する装置。.', ('時計',))]","[('___（とけい、英: clock、携帯型のみwatch）とは、時刻を示す装置、あるいは時間を測定する装置。.', ('時計',))]","['時刻を知るための機器', '時刻を示す時計']"
cloud,bn:00020002n,['雲'],"['かなりの高度で浮遊している、目に見える水や氷の粒子が集まったもの', '雲（くも）は、大気中にかたまって浮かぶ水滴または氷の粒（氷晶）のことをいう。', '奥田 ひとし（おくだ ひとし、男性、1963年8月15日- ）は、日本の漫画家。']","[('___（くも）は、大気中にかたまって浮かぶ水滴または氷の粒（氷晶）のことをいう。', ('雲',))]","[('___（くも）は、大気中にかたまって浮かぶ水滴または氷の粒（氷晶）のことをいう。', ('雲',))]","['奥田 ひとし（おくだ ひとし、男性、1963年8月15日- ）は、日本の漫画家。', 'かなりの高度で浮遊している、目に見える水や氷の粒子が集まったもの']"
coat,bn:00047823n,"['コート', 'ジャケット']","['短いコート', 'ジャケット（英: jacket）は、丈の短い前開きのトップスの一種である。', '上半身に羽織る洋服']","[('___（英: jacket）は、丈の短い前開きのトップスの一種である。', ('ジャケット', 'コート'))]","[('___（英: jacket）は、丈の短い前開きのトップスの一種である。', ('ジャケット', 'コート'))]","['上半身に羽織る洋服', '短いコート']"
collar,bn:00005136n,"['捕捉', '逮捕']","['逮捕する（特に犯罪者を逮捕する）行為', '逮捕（たいほ、英: arrest）とは、犯罪に関する被疑者の身体的拘束の一種。.']","[('___（たいほ、英: arrest）とは、犯罪に関する被疑者の身体的拘束の一種。.', ('逮捕', '捕捉'))]","[('___（たいほ、英: arrest）とは、犯罪に関する被疑者の身体的拘束の一種。.', ('逮捕', '捕捉')), ('___する（特に犯罪者を逮捕する）行為', ('逮捕', '捕捉'))]",[]
comb,bn:00020849n,['櫛'],['櫛（くし）は、髪を梳（と）いて髪型を整えたり、髪を飾ったりする道具。'],"[('___（くし）は、髪を梳（と）いて髪型を整えたり、髪を飾ったりする道具。', ('櫛',))]","[('___（くし）は、髪を梳（と）いて髪型を整えたり、髪を飾ったりする道具。', ('櫛',))]",[]
cord,bn:00022592n,['コーデュロイ'],['コーデュロイ（英: corduroy）は、綿横ビロード織りしたパイル織物の一つ。'],"[('___（英: corduroy）は、綿横ビロード織りしたパイル織物の一つ。', ('コーデュロイ',))]","[('___（英: corduroy）は、綿横ビロード織りしたパイル織物の一つ。', ('コーデュロイ',))]",[]
cow,bn:00012273n,"['牛', 'ウシ', '畜牛', 'Bos primigenius taurus']","['性別や年齢に関わらずグループとしての家畜化したウシ科の動物', 'ウシ（牛）は、哺乳綱鯨偶蹄目ウシ科ウシ亜科の動物である。', '哺乳綱鯨偶蹄目ウシ科ウシ亜科の動物']","[('___（牛）は、哺乳綱鯨偶蹄目ウシ科ウシ亜科の動物である。', ('ウシ', 'Bos primigenius taurus', '畜牛')), ('ウシ（___）は、哺乳綱鯨偶蹄目ウシ科ウシ亜科の動物である。', ('牛', 'Bos primigenius taurus', '畜牛'))]","[('___（牛）は、哺乳綱鯨偶蹄目ウシ科ウシ亜科の動物である。', ('ウシ', 'Bos primigenius taurus', '畜牛')), ('ウシ（___）は、哺乳綱鯨偶蹄目ウシ科ウシ亜科の動物である。', ('牛', 'Bos primigenius taurus', '畜牛'))]","['性別や年齢に関わらずグループとしての家畜化したウシ科の動物', '哺乳綱鯨偶蹄目ウシ科ウシ亜科の動物']"
cup,bn:00024410n,"['カップ', 'コップ', 'グラス']","['コップ（オランダ語: kop、ポルトガル語: copo）は、ガラス、プラスチック、紙などでできた、取っ手のついていない小さな容器。', 'グラス（英語 Glass）とは、飲み物（酒類やソフトドリンク）あるいはアイスクリームなどを入れるために用いられるガラス製の食器である。']","[('___（英語 Glass）とは、飲み物（酒類やソフトドリンク）あるいはアイスクリームなどを入れるために用いられるガラス製の食器である。', ('グラス', 'カップ', 'コップ')), ('___（オランダ語: kop、ポルトガル語: copo）は、ガラス、プラスチック、紙などでできた、取っ手のついていない小さな容器。', ('コップ', 'カップ', 'グラス'))]","[('___（英語 Glass）とは、飲み物（酒類やソフトドリンク）あるいはアイスクリームなどを入れるために用いられるガラス製の食器である。', ('グラス', 'カップ', 'コップ')), ('___（オランダ語: kop、ポルトガル語: copo）は、ガラス、プラスチック、紙などでできた、取っ手のついていない小さな容器。', ('コップ', 'カップ', 'グラス'))]",[]
curtain,bn:00024534n,['カーテン'],"['日よけとして用いられる垂れ下がった布（特に窓のために）', 'カーテン（英: curtain）とは、遮光、防音、間仕切り、覗き見防止などを目的として、窓や部屋の出入り口、玄関などに吊り下げて使用する家具。']","[('___（英: curtain）とは、遮光、防音、間仕切り、覗き見防止などを目的として、窓や部屋の出入り口、玄関などに吊り下げて使用する家具。', ('カーテン',))]","[('___（英: curtain）とは、遮光、防音、間仕切り、覗き見防止などを目的として、窓や部屋の出入り口、玄関などに吊り下げて使用する家具。', ('カーテン',))]",['日よけとして用いられる垂れ下がった布（特に窓のために）']
cushion,bn:00024564n,['ショックアブソーバー'],"['ショックアブソーバー（英語: shock absorber）は、振動する機械構造や建築物の振動を減衰する装置である。', '篠宮 暁（しのみや あきら、1983年2月8日 - ）は、日本のお笑い芸人であり、漫才コンビオジンオズボーンのボケ・ネタ作り担当。']","[('___（英語: shock absorber）は、振動する機械構造や建築物の振動を減衰する装置である。', ('ショックアブソーバー',))]","[('___（英語: shock absorber）は、振動する機械構造や建築物の振動を減衰する装置である。', ('ショックアブソーバー',))]",['篠宮 暁（しのみや あきら、1983年2月8日 - ）は、日本のお笑い芸人であり、漫才コンビオジンオズボーンのボケ・ネタ作り担当。']
dog,bn:00015267n,"['犬', 'イヌ', 'イエイヌ', 'Canis lupus familiaris']","['イヌ（犬、狗、学名：Canis lupus familiaris、ラテン語名：canis、英名：dog、domestic dog）は、食肉目イヌ科イヌ属に分類される哺乳類の一種である。', '食肉目イヌ科の動物']","[('イヌ（犬、狗、学名：___、ラテン語名：canis、英名：dog、domestic dog）は、食肉目イヌ科イヌ属に分類される哺乳類の一種である。', ('Canis lupus familiaris', 'イエイヌ')), ('___（犬、狗、学名：Canis lupus familiaris、ラテン語名：canis、英名：dog、domestic dog）は、食肉目イヌ科イヌ属に分類される哺乳類の一種である。', ('イヌ', 'イエイヌ')), ('イヌ（___、狗、学名：Canis lupus familiaris、ラテン語名：canis、英名：dog、domestic dog）は、食肉目イヌ科イヌ属に分類される哺乳類の一種である。', ('犬', 'イエイヌ'))]","[('イヌ（犬、狗、学名：___、ラテン語名：canis、英名：dog、domestic dog）は、食肉目イヌ科イヌ属に分類される哺乳類の一種である。', ('Canis lupus familiaris', 'イエイヌ')), ('___（犬、狗、学名：Canis lupus familiaris、ラテン語名：canis、英名：dog、domestic dog）は、食肉目イヌ科イヌ属に分類される哺乳類の一種である。', ('イヌ', 'イエイヌ')), ('イヌ（___、狗、学名：Canis lupus familiaris、ラテン語名：canis、英名：dog、domestic dog）は、食肉目イヌ科イヌ属に分類される哺乳類の一種である。', ('犬', 'イエイヌ'))]",['食肉目イヌ科の動物']
door,bn:00028247n,"['門', 'ドア', '扉', '戸', '戸口']","['部屋または建物または車の入り口を閉鎖するだろう揺れるかまたは滑っている柵', '扉（とびら、英: door、ドア）とは、建物や部屋などの入口などにつけられ、開口部を閉じたり、外部と遮断する機能をもつ部分。']","[('扉（とびら、英: door、___）とは、建物や部屋などの入口などにつけられ、開口部を閉じたり、外部と遮断する機能をもつ部分。', ('ドア', '戸口', '門', '戸')), ('___（とびら、英: door、ドア）とは、建物や部屋などの入口などにつけられ、開口部を閉じたり、外部と遮断する機能をもつ部分。', ('扉', '戸口', '門', '戸'))]","[('扉（とびら、英: door、___）とは、建物や部屋などの入口などにつけられ、開口部を閉じたり、外部と遮断する機能をもつ部分。', ('ドア', '戸口', '門', '戸')), ('___（とびら、英: door、ドア）とは、建物や部屋などの入口などにつけられ、開口部を閉じたり、外部と遮断する機能をもつ部分。', ('扉', '戸口', '門', '戸'))]",['部屋または建物または車の入り口を閉鎖するだろう揺れるかまたは滑っている柵']
drain,bn:00034158n,"['扉', 'ドア', '戸', '門', '電界効果トランジスタ']","['実効抵抗が横電場によってコントロールできるチャンネルに、大部分の電流が流れるトランジスタ', '電界効果トランジスタ（でんかいこうかトランジスタ、Field effect transistor, FET）は、半導体の内部に生じる電界によって電流を制御する方式のトランジスタである。']","[('___（でんかいこうかトランジスタ、Field effect transistor, FET）は、半導体の内部に生じる電界によって電流を制御する方式のトランジスタである。', ('電界効果トランジスタ', 'ドア', '扉', '戸', '門'))]","[('___（でんかいこうかトランジスタ、Field effect transistor, FET）は、半導体の内部に生じる電界によって電流を制御する方式のトランジスタである。', ('電界効果トランジスタ', 'ドア', '扉', '戸', '門'))]",['実効抵抗が横電場によってコントロールできるチャンネルに、大部分の電流が流れるトランジスタ']
drawer,bn:00028639n,"['素描', 'デッサン', '図画', '絵']","['線を使って平面上に形状や物を描写すること', '素描（そびょう、すがき）、デッサン（フランス語: dessin）、ドローイング（英語: drawing）とは、物体の形体、明暗などを平面に描画する美術の制作技法、過程、あるいは作品のこと。', '物体の形体、明暗などを平面に描画する美術の制作技法、過程、あるいは作品']","[('素描（そびょう、すがき）、___（フランス語: dessin）、ドローイング（英語: drawing）とは、物体の形体、明暗などを平面に描画する美術の制作技法、過程、あるいは作品のこと。', ('デッサン', '図画', '絵')), ('___（そびょう、すがき）、デッサン（フランス語: dessin）、ドローイング（英語: drawing）とは、物体の形体、明暗などを平面に描画する美術の制作技法、過程、あるいは作品のこと。', ('素描', '図画', '絵'))]","[('素描（そびょう、すがき）、___（フランス語: dessin）、ドローイング（英語: drawing）とは、物体の形体、明暗などを平面に描画する美術の制作技法、過程、あるいは作品のこと。', ('デッサン', '図画', '絵')), ('___（そびょう、すがき）、デッサン（フランス語: dessin）、ドローイング（英語: drawing）とは、物体の形体、明暗などを平面に描画する美術の制作技法、過程、あるいは作品のこと。', ('素描', '図画', '絵'))]","['物体の形体、明暗などを平面に描画する美術の制作技法、過程、あるいは作品', '線を使って平面上に形状や物を描写すること']"
dress,bn:00006125n,"['衣類', '被服']","['人の体に着られるようにデザインされた覆い', '被服（ひふく）とは、身体に着用するものである。', '身体に着用するもの']","[('___（ひふく）とは、身体に着用するものである。', ('被服', '衣類'))]","[('___（ひふく）とは、身体に着用するものである。', ('被服', '衣類'))]","['人の体に着られるようにデザインされた覆い', '身体に着用するもの']"
drop,bn:00028709n,['滴'],"['小さな不定の量（特に液体の）', '滴（しずく）とは、したたり落ちる、液体の粒のこと。']","[('___（しずく）とは、したたり落ちる、液体の粒のこと。', ('滴',))]","[('___（しずく）とは、したたり落ちる、液体の粒のこと。', ('滴',))]",['小さな不定の量（特に液体の）']
ear,bn:00029372n,['耳'],"['聴覚と平衡感覚のための感覚器官', '耳（みみ）は、動物の器官の1つで、音を適刺激とする感覚器であると同時に、重力の向きと加速度を適刺激とする感覚器でもある。', '動物の器官']","[('___（みみ）は、動物の器官の1つで、音を適刺激とする感覚器であると同時に、重力の向きと加速度を適刺激とする感覚器でもある。', ('耳',))]","[('___（みみ）は、動物の器官の1つで、音を適刺激とする感覚器であると同時に、重力の向きと加速度を適刺激とする感覚器でもある。', ('耳',))]","['聴覚と平衡感覚のための感覚器官', '動物の器官']"
egg,bn:00029914n,"['鶏卵', '卵']","['食物として使用される鶏の楕円形の生殖体（特にめんどりの）', '鶏卵（けいらん）は、ニワトリ（鶏）の卵である。', 'ニワトリの卵', 'ニワトリの卵']","[('___（けいらん）は、ニワトリ（鶏）の卵である。', ('鶏卵', '卵'))]","[('___（けいらん）は、ニワトリ（鶏）の卵である。', ('鶏卵', '卵'))]","['食物として使用される鶏の楕円形の生殖体（特にめんどりの）', 'ニワトリの卵']"
engine,bn:00030850n,"['モーター', 'エンジン', '原動機', '機関', '機械', '発動機']","['熱のエネルギーを機械的な仕事に変換するモータ', '機関（きかん）は、ある形態のエネルギーを力学的運動（力学的エネルギー）に変換するために設計された機械である。']","[('___（きかん）は、ある形態のエネルギーを力学的運動（力学的エネルギー）に変換するために設計された機械である。', ('機関', 'モーター', 'エンジン', '原動機', '発動機', '機械'))]","[('___（きかん）は、ある形態のエネルギーを力学的運動（力学的エネルギー）に変換するために設計された機械である。', ('機関', 'モーター', 'エンジン', '原動機', '発動機', '機械'))]",['熱のエネルギーを機械的な仕事に変換するモータ']
eye,bn:00032512n,"['目', '眼球', '眼']","['視覚器官', '目（眼、め）は、光を受容する感覚器である。', '光を受容する臓器']","[('___（眼、め）は、光を受容する感覚器である。', ('目', '眼球')), ('目（___、め）は、光を受容する感覚器である。', ('眼', '眼球'))]","[('___（眼、め）は、光を受容する感覚器である。', ('目', '眼球')), ('目（___、め）は、光を受容する感覚器である。', ('眼', '眼球'))]","['光を受容する臓器', '視覚器官']"
face,bn:00032600n,"['顔', '面']","['額から顎、耳から耳までの人頭の前部', '一般に顔（かお、かんばせ）とは、頭部の正面を指す。', 'ユリウス暦の1536年（1536 ねん）は、西暦（ユリウス暦）による、閏年。']",[],[],"['ユリウス暦の1536年（1536 ねん）は、西暦（ユリウス暦）による、閏年。', '一般に顔（かお、かんばせ）とは、頭部の正面を指す。', '額から顎、耳から耳までの人頭の前部']"
farm,bn:00033676n,['農場'],"['農場の建物および耕地を一体にしたもの', '農場（のうじょう、英: farm）とは、農業経営を行うための場所あるいは農業経営体そのもの。.']","[('___（のうじょう、英: farm）とは、農業経営を行うための場所あるいは農業経営体そのもの。.', ('農場',))]","[('___（のうじょう、英: farm）とは、農業経営を行うための場所あるいは農業経営体そのもの。.', ('農場',)), ('___の建物および耕地を一体にしたもの', ('農場',))]",[]
feather,bn:00033865n,"['羽根', '羽毛']","['鳥の外側の覆いを形成する、軽くて角質の防水構造物', '羽毛（うもう、英: Feather）とは、鳥類および（一部の）恐竜、翼竜の体表を覆う表皮の変形物である。']","[('___（うもう、英: Feather）とは、鳥類および（一部の）恐竜、翼竜の体表を覆う表皮の変形物である。', ('羽毛', '羽根'))]","[('___（うもう、英: Feather）とは、鳥類および（一部の）恐竜、翼竜の体表を覆う表皮の変形物である。', ('羽毛', '羽根'))]",['鳥の外側の覆いを形成する、軽くて角質の防水構造物']
finger,bn:00034565n,['指'],"['手の末端の器官（時に親指を除く）', '指（ゆび）は、一般的に人間の身体の一部で、手や足の末端部にある突出部で、中に関節のある骨格を含む。']","[('___（ゆび）は、一般的に人間の身体の一部で、手や足の末端部にある突出部で、中に関節のある骨格を含む。', ('指',))]","[('___（ゆび）は、一般的に人間の身体の一部で、手や足の末端部にある突出部で、中に関節のある骨格を含む。', ('指',))]",['手の末端の器官（時に親指を除く）']
fish,bn:00034816n,"['魚類', '魚']","['通常は鱗を有し、鰓を通して呼吸する、ほとんどが冷血の様々な水生脊椎動物の総称', '魚類（ぎょるい）は、脊椎動物亜門 Vertebrataから四肢動物を除外した動物群。', '脊椎動物のうち四肢動物を除外した動物']","[('___（ぎょるい）は、脊椎動物亜門 Vertebrataから四肢動物を除外した動物群。', ('魚類', '魚'))]","[('___（ぎょるい）は、脊椎動物亜門 Vertebrataから四肢動物を除外した動物群。', ('魚類',)), ('___類（ぎょるい）は、脊椎動物亜門 Vertebrataから四肢動物を除外した動物群。', ('魚',))]","['通常は鱗を有し、鰓を通して呼吸する、ほとんどが冷血の様々な水生脊椎動物の総称', '脊椎動物のうち四肢動物を除外した動物']"
flag,bn:00034960n,['旗'],"['通常は特徴的なデザインをした長方形の布地で成るエンブレム', '旗（はた）は、布や紙などの薄い素材を竿などの先端に付けて空中に掲げたものである。', '布や紙などの薄い素材を竿などの先端に付けて空中に掲げたもの']","[('___（はた）は、布や紙などの薄い素材を竿などの先端に付けて空中に掲げたものである。', ('旗',))]","[('___（はた）は、布や紙などの薄い素材を竿などの先端に付けて空中に掲げたものである。', ('旗',))]","['布や紙などの薄い素材を竿などの先端に付けて空中に掲げたもの', '通常は特徴的なデザインをした長方形の布地で成るエンブレム']"
floor,bn:00079476n,['谷'],"['地表の細長いくぼみで、ふつう川になっている', '谷（たに、英語: Valley）とは、山や丘、尾根、山脈に挟まれた、周囲より標高の低い箇所が細長く溝状に伸びた地形。', '山や丘、尾根、山脈に挟まれた、周囲より標高の低い箇所が細長く溝状に伸びた地形']","[('___（たに、英語: Valley）とは、山や丘、尾根、山脈に挟まれた、周囲より標高の低い箇所が細長く溝状に伸びた地形。', ('谷',))]","[('___（たに、英語: Valley）とは、山や丘、尾根、山脈に挟まれた、周囲より標高の低い箇所が細長く溝状に伸びた地形。', ('谷',))]","['山や丘、尾根、山脈に挟まれた、周囲より標高の低い箇所が細長く溝状に伸びた地形', '地表の細長いくぼみで、ふつう川になっている']"
fly,bn:00035494n,"['蠅', 'ハエ', 'ハエ目', '双翅目']","['活発な飛行活動によって特徴づけられる2翼の昆虫', 'ハエ目（蝿目、ハエもく、Diptera）は、昆虫類の分類群の一つで、カ、ガガンボ、ハエ、アブ、ブユなどを含むグループである。']","[('___（蝿目、ハエもく、Diptera）は、昆虫類の分類群の一つで、カ、ガガンボ、ハエ、アブ、ブユなどを含むグループである。', ('ハエ目', '双翅目', '蠅')), ('ハエ目（蝿目、ハエもく、Diptera）は、昆虫類の分類群の一つで、カ、ガガンボ、___、アブ、ブユなどを含むグループである。', ('ハエ', '双翅目', '蠅'))]","[('___（蝿目、ハエもく、Diptera）は、昆虫類の分類群の一つで、カ、ガガンボ、ハエ、アブ、ブユなどを含むグループである。', ('ハエ目', '双翅目', '蠅')), ('___目（蝿目、___もく、Diptera）は、昆虫類の分類群の一つで、カ、ガガンボ、___、アブ、ブユなどを含むグループである。', ('ハエ', '双翅目', '蠅'))]",['活発な飛行活動によって特徴づけられる2翼の昆虫']
foot,bn:00035679n,"['ペス', '足']","['足首関節の下の人の脚の部分', '足（あし、foot）は、くるぶし以下接地部の身体の一部である。.', 'くるぶし以下接地部']","[('___（あし、foot）は、くるぶし以下接地部の身体の一部である。.', ('足', 'ペス'))]","[('___（あし、foot）は、くるぶし以下接地部の身体の一部である。.', ('足', 'ペス')), ('___首関節の下の人の脚の部分', ('足', 'ペス'))]",['くるぶし以下接地部']
fork,bn:00035902n,['フォーク'],"['食べ物を出して食べるのに使用する食卓用刃物類', 'フォーク（ホーク、英: fork）は、先端部が分かれて櫛状になった飲食用・調理用の器具。', '食器']","[('___（ホーク、英: fork）は、先端部が分かれて櫛状になった飲食用・調理用の器具。', ('フォーク',))]","[('___（ホーク、英: fork）は、先端部が分かれて櫛状になった飲食用・調理用の器具。', ('フォーク',))]","['食べ物を出して食べるのに使用する食卓用刃物類', '食器']"
fowl,bn:00028155n,"['家禽', 'キジカモ類']","['家禽（かきん）とは、その肉・卵・羽毛などを利用するために飼育する鳥の総称。', 'キジカモ類（キジカモるい、Galloanserae）は、鳥類分類の1グループである。', 'その肉・卵・羽毛などを利用するために飼育する鳥の総称']","[('___（キジカモるい、Galloanserae）は、鳥類分類の1グループである。', ('キジカモ類', '家禽')), ('___（かきん）とは、その肉・卵・羽毛などを利用するために飼育する鳥の総称。', ('家禽', 'キジカモ類'))]","[('___（キジカモるい、Galloanserae）は、鳥類分類の1グループである。', ('キジカモ類', '家禽')), ('___（かきん）とは、その肉・卵・羽毛などを利用するために飼育する鳥の総称。', ('家禽', 'キジカモ類'))]",['その肉・卵・羽毛などを利用するために飼育する鳥の総称']
