word_original,synset,senses,original_definitions,clozes,clozes_with_start_of_word,definitions_wo_ref
face,bn:00032600n,"['चेहरा', 'मुखड़ा', 'मुख']","['चेहरा कई प्राणियों के सिर के सामने वाली ओर पाया जाने वाला भाग है जिसमें कई ज्ञानेन्द्रियां उपस्थित होती हैं, हालाँकि हर प्राणी का चेहरा नहीं होता।', 'सिर के समने वाला भाग']",[],"[('___ कई प्राणियों के सिर के सामने वाली ओर पाया जाने वाला भाग है जिसमें कई ज्ञानेन्द्रियां उपस्थित होती हैं, हालाँकि हर प्राणी का ___ नहीं होता।', ('चेहरा', 'मुखड़ा', 'मुख'))]",['सिर के समने वाला भाग']
feather,bn:00033865n,"['पंख', 'पर']","['पर या पंख कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं।', 'पर या पंख (Feather) कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं। पक्षियों के शरीरों पर मिलने वाले पंख आज से करोड़ों वर्ष पूर्व पृथ्वी के प्राकृतिक इतिहास में कुछ डायनासोरों के शरीरों पर भी हुआ करते थे। जीवैज्ञानिकों के अनुसार पर']","[('पर या ___ (Feather) कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं। पक्षियों के शरीरों पर मिलने वाले ___ आज से करोड़ों वर्ष पूर्व पृथ्वी के प्राकृतिक इतिहास में कुछ डायनासोरों के शरीरों पर भी हुआ करते थे। जीवैज्ञानिकों के अनुसार पर', ('पंख',)), ('___ या पंख (Feather) कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं। पक्षियों के शरीरों ___ मिलने वाले पंख आज से करोड़ों वर्ष पूर्व पृथ्वी के प्राकृतिक इतिहास में कुछ डायनासोरों के शरीरों ___ भी हुआ करते थे। जीवैज्ञानिकों के अनुसार ___', ('पर',)), ('पर या ___ कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं।', ('पंख',)), ('___ या पंख कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं।', ('पर',))]","[('पर या ___ (Feather) कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं। पक्षियों के शरीरों पर मिलने वाले ___ आज से करोड़ों वर्ष पूर्व पृथ्वी के प्राकृतिक इतिहास में कुछ डायनासोरों के शरीरों पर भी हुआ करते थे। जीवैज्ञानिकों के अनुसार पर', ('पंख',)), ('___ या पंख (Feather) कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं। पक्षियों के शरीरों ___ मिलने वाले पंख आज से करोड़ों वर्ष पूर्व पृथ्वी के प्राकृतिक इतिहास में कुछ डायनासोरों के शरीरों ___ भी हुआ करते थे। जीवैज्ञानिकों के अनुसार ___', ('पर',)), ('पर या ___ कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं।', ('पंख',)), ('___ या पंख कुछ प्राणियों, विशेषकर पक्षियों के शरीर को ढकने वाले अंग होते हैं।', ('पर',))]",[]
fish,bn:00034816n,"['मछली', 'मच्छी', 'मीन', 'माही', 'मत्स्य']",['मछली शल्कों वाला एक जलचर है जो कि कम से कम एक जोड़े पंखों से युक्त होती है।'],[],"[('___ शल्कों वाला एक जलचर है जो कि कम से कम एक जोड़े पंखों से युक्त होती है।', ('मछली', 'मत्स्य', 'मच्छी', 'माही', 'मीन'))]",[]
flag,bn:00034960n,['ध्वज'],['ध्वज या झण्डा अथवा पताका सामान्यतः कपड़े का बना एक संकेत है जो प्राय: एक दण्ड के शीर्ष पर लगाया जाता है।'],"[('___ या झण्डा अथवा पताका सामान्यतः कपड़े का बना एक संकेत है जो प्राय: एक दण्ड के शीर्ष पर लगाया जाता है।', ('ध्वज',))]","[('___ या झण्डा अथवा पताका सामान्यतः कपड़े का बना एक संकेत है जो प्राय: एक दण्ड के शीर्ष पर लगाया जाता है।', ('ध्वज',))]",[]
floor,bn:00079476n,"['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']","['दो पहाड़ो के बीच का गहरा भाग है, आमतौर पर इनमें नदी का प्रवाह पाया जाता है।']",[],[],"['दो पहाड़ो के बीच का गहरा भाग है, आमतौर पर इनमें नदी का प्रवाह पाया जाता है।']"
fly,bn:00035494n,"['डिप्टेरा', 'मक्खी']",['द्विपंखी गण या डिप्टेरा गण के अंतर्गत वे कीट संमिलित हैं जो द्विपक्षीय हैं।'],[],"[('द्विपंखी गण या ___ गण के अंतर्गत वे कीट संमिलित हैं जो द्विपक्षीय हैं।', ('डिप्टेरा', 'मक्खी'))]",[]
foot,bn:00035679n,['पैर'],['पैर या पाँव किसी कशेरुकी प्राणी के शरीर की टाँग के अंत पर स्थित अंग होता है।'],"[('___ या पाँव किसी कशेरुकी प्राणी के शरीर की टाँग के अंत पर स्थित अंग होता है।', ('पैर',))]","[('___ या पाँव किसी कशेरुकी प्राणी के शरीर की टाँग के अंत पर स्थित अंग होता है।', ('पैर',))]",[]
fowl,bn:00028155n,"['कुक्कुट', 'पोल्ट्री']",['आर्थिक महत्व के पक्षी जिनका पालन उनके अंडे या मांस के लिए होता है उन्हें पोल्ट्री पक्षी एवं इस उद्योग को पोल्ट्री उद्योग कहते हैं।'],[],"[('आर्थिक महत्व के पक्षी जिनका पालन उनके अंडे या मांस के लिए होता है उन्हें ___ पक्षी एवं इस उद्योग को ___ उद्योग कहते हैं।', ('पोल्ट्री', 'कुक्कुट'))]",[]
frame,bn:00003882n,"['बनावट', 'देह', 'मानव कार्यिकी', 'मानव शरीर']","[""स्वस्थ मानव, उसके अंगों तथा कोशिकाओं के यांत्रिक, भौतिक, जैवविद्युत, तथा जैवरासायनिक कार्यों का वैज्ञानिक अध्ययन 'मानव कार्यिकी' कहलाता है।"", 'मानव शरीर एक मानव जीव की संपूर्ण संरचना है, जिसमें एक सिर, गर्दन, धड़, दो हाथ और दो पैर होते हैं।', 'एक मानव जीव की पूरी संरचना']","[('___ एक मानव जीव की संपूर्ण संरचना है, जिसमें एक सिर, गर्दन, धड़, दो हाथ और दो पैर होते हैं।', ('मानव शरीर', 'मानव कार्यिकी', 'बनावट', 'देह'))]","[(""स्वस्थ मानव, उसके अंगों तथा कोशिकाओं के यांत्रिक, भौतिक, जैवविद्युत, तथा जैवरासायनिक कार्यों का वैज्ञानिक अध्ययन '___' कहलाता है।"", ('मानव कार्यिकी', 'मानव शरीर', 'बनावट', 'देह')), ('___ एक मानव जीव की संपूर्ण संरचना है, जिसमें एक सिर, गर्दन, धड़, दो हाथ और दो पैर होते हैं।', ('मानव शरीर', 'मानव कार्यिकी', 'बनावट', 'देह'))]",['एक मानव जीव की पूरी संरचना']
garden,bn:00037300n,['बाग'],"['बाग या बगीचा या उद्यान एक नियोजित स्थान है, जो आमतौर पर बाहरी रूप से, प्रदर्शन, खेती, या पौधों और प्राकृतिक मनोरंजन के लिए अलग सेट किया जाता है।']","[('___ या बगीचा या उद्यान एक नियोजित स्थान है, जो आमतौर पर बाहरी रूप से, प्रदर्शन, खेती, या पौधों और प्राकृतिक मनोरंजन के लिए अलग सेट किया जाता है।', ('बाग',))]","[('___ या बगीचा या उद्यान एक नियोजित स्थान है, जो आमतौर पर बाहरी रूप से, प्रदर्शन, खेती, या पौधों और प्राकृतिक मनोरंजन के लिए अलग सेट किया जाता है।', ('बाग',))]",[]
girl,bn:00034453n,['लड़की'],['एक लड़की जन्म से बचपन और किशोरावस्था से लेकर वयस्क होने तक स्त्री मानव होती है।'],[],"[('एक ___ जन्म से बचपन और किशोरावस्था से लेकर वयस्क होने तक स्त्री मानव होती है।', ('लड़की',))]",[]
glove,bn:00040736n,"['दस्ताना', 'दस्ताने']",['दस्ताने एक वस्तु है जिसके माध्यम से कोई भी अपने हाथ को और विशेष रूप से हथेली और उंगलियों को ढाँप सकता है।'],[],"[('___ एक वस्तु है जिसके माध्यम से कोई भी अपने हाथ को और विशेष रूप से हथेली और उंगलियों को ढाँप सकता है।', ('दस्ताने', 'दस्ताना'))]",[]
goat,bn:00015720n,"['बकरी', 'Capra aegagrus hircus']","['बकरी एक पालतू पशु है, जिसे दूध तथा मांस के लिये पाला जाता है।']",[],"[('___ एक पालतू पशु है, जिसे दूध तथा मांस के लिये पाला जाता है।', ('बकरी', 'Capra aegagrus hircus'))]",[]
gun,bn:00042221n,['अग्निशस्त्र'],['अग्निशस्त्र हाथों में उठाकर चला सकने वाली बन्दूक को कहते हैं।'],"[('___ हाथों में उठाकर चला सकने वाली बन्दूक को कहते हैं।', ('अग्निशस्त्र',))]","[('___ हाथों में उठाकर चला सकने वाली बन्दूक को कहते हैं।', ('अग्निशस्त्र',))]",[]
hair,bn:00042526n,['बाल'],['बाल स्तनधारी प्राणियों के बाह्य चर्म का उद्वर्ध है।'],"[('___ स्तनधारी प्राणियों के बाह्य चर्म का उद्वर्ध है।', ('बाल',))]","[('___ स्तनधारी प्राणियों के बाह्य चर्म का उद्वर्ध है।', ('बाल',))]",[]
hammer,bn:00042730n,['हथौड़ा'],['हथौड़ा अनेक प्रकार के व्यवसायियों द्वारा उपयोग में लाया जाने वाला मूल उपकरण है।'],[],"[('___ अनेक प्रकार के व्यवसायियों द्वारा उपयोग में लाया जाने वाला मूल उपकरण है।', ('हथौड़ा',))]",[]
hand,bn:00042759n,['हाथ'],['हाथ '],"[('___ ', ('हाथ',))]","[('___ ', ('हाथ',))]",[]
hat,bn:00017718n,"['टोपी', 'टोप']",['टोपी सिर पर पहने जाने वाला एक वस्त्र होता है।'],"[('___ी सिर पर पहने जाने वाला एक वस्त्र होता है।', ('टोप', 'टोपी'))]","[('___ सिर पर पहने जाने वाला एक वस्त्र होता है।', ('टोपी',)), ('___ी सिर पर पहने जाने वाला एक वस्त्र होता है।', ('टोप',))]",[]
heart,bn:00043383n,['हृदय'],"['हृदय या दिल एक पेशीय अंग है, जो सभी कशेरुकी जीवों में आवृत ताल बद्ध संकुचन के द्वारा रक्त का प्रवाह शरीर के सभी भागो तक पहुचाता है।', 'रक्त परिसंचरण तंत्र में रक्त के संचलन के लिए अंग']","[('___ या दिल एक पेशीय अंग है, जो सभी कशेरुकी जीवों में आवृत ताल बद्ध संकुचन के द्वारा रक्त का प्रवाह शरीर के सभी भागो तक पहुचाता है।', ('हृदय',))]","[('___ या दिल एक पेशीय अंग है, जो सभी कशेरुकी जीवों में आवृत ताल बद्ध संकुचन के द्वारा रक्त का प्रवाह शरीर के सभी भागो तक पहुचाता है।', ('हृदय',))]",['रक्त परिसंचरण तंत्र में रक्त के संचलन के लिए अंग']
horse,bn:00031345n,['घोड़ा'],['घोड़ा या अश्व ऐक़्वस फ़ेरस की दो अविलुप्त उपप्रजातियों में से एक हैं।'],[],"[('___ या अश्व ऐक़्वस फ़ेरस की दो अविलुप्त उपप्रजातियों में से एक हैं।', ('घोड़ा',))]",[]
hospital,bn:00044896n,"['अस्पताल', 'रुग्णालय', 'चिकित्सालय']",['चिकित्सालय या अस्पताल स्वास्थ्य की देखभाल करने की संस्था है।'],"[('___ या अस्पताल स्वास्थ्य की देखभाल करने की संस्था है।', ('चिकित्सालय', 'रुग्णालय')), ('चिकित्सालय या ___ स्वास्थ्य की देखभाल करने की संस्था है।', ('अस्पताल', 'रुग्णालय'))]","[('___ या अस्पताल स्वास्थ्य की देखभाल करने की संस्था है।', ('चिकित्सालय', 'रुग्णालय')), ('चिकित्सालय या ___ स्वास्थ्य की देखभाल करने की संस्था है।', ('अस्पताल', 'रुग्णालय'))]",[]
house,bn:00044994n,"['घर', 'मकान']",['घर उस आवास या भवन को कहते हैं जो किसी मानव के निवास के काम आती हो।'],"[('___ उस आवास या भवन को कहते हैं जो किसी मानव के निवास के काम आती हो।', ('घर', 'मकान'))]","[('___ उस आवास या भवन को कहते हैं जो किसी मानव के निवास के काम आती हो।', ('घर', 'मकान'))]",[]
island,bn:00047612n,['द्वीप'],"['द्वीप स्थलखण्ड के ऐसे भाग होतें हैं, जिनके चारों ओर जल का विस्तार पाया जाता हैं।']","[('___ स्थलखण्ड के ऐसे भाग होतें हैं, जिनके चारों ओर जल का विस्तार पाया जाता हैं।', ('द्वीप',))]","[('___ स्थलखण्ड के ऐसे भाग होतें हैं, जिनके चारों ओर जल का विस्तार पाया जाता हैं।', ('द्वीप',))]",[]
jewel,bn:00037606n,"['रत्न', 'पत्थर', 'मणि']",['रत्न प्रकृति प्रदत्त एक मूल्यवान निधि है।'],"[('___ प्रकृति प्रदत्त एक मूल्यवान निधि है।', ('रत्न', 'पत्थर', 'मणि'))]","[('___ प्रकृति प्रदत्त एक मूल्यवान निधि है।', ('रत्न', 'पत्थर', 'मणि'))]",[]
kettle,bn:00011829n,['केतली'],"['केतली, चाय आदि पेय परोसने के काम आती है।']",[],"[('___, चाय आदि पेय परोसने के काम आती है।', ('केतली',))]",[]
key,bn:00048985n,"['ताली', 'चाबी']",['चाबी एक सरल यात्रिक युक्ति है जो ताला खोलने के काम आती है।'],[],"[('___ एक सरल यात्रिक युक्ति है जो ताला खोलने के काम आती है।', ('चाबी', 'ताली'))]",[]
knife,bn:00049322n,"['छुरी', 'चाकू', 'चाक़ू']","['चाकू या छुरा या छुरी एक काटने वाला औज़ार होता है जिसमें एक या एक से अधिक काटने वाली धार होती है।', 'बहु उपयोगी A.']",[],"[('चाकू या छुरा या ___ एक काटने वाला औज़ार होता है जिसमें एक या एक से अधिक काटने वाली धार होती है।', ('छुरी', 'चाक़ू')), ('___ या छुरा या छुरी एक काटने वाला औज़ार होता है जिसमें एक या एक से अधिक काटने वाली धार होती है।', ('चाकू', 'चाक़ू'))]",['बहु उपयोगी A.']
knot,bn:00049367n,['गांठ'],['रस्सी आदि रेखा के आकार वाली वस्तुओं को आपस में जोड़ने के लिये गांठ का सहारा लेना पड़ता है।'],"[('रस्सी आदि रेखा के आकार वाली वस्तुओं को आपस में जोड़ने के लिये ___ का सहारा लेना पड़ता है।', ('गांठ',))]","[('रस्सी आदि रेखा के आकार वाली वस्तुओं को आपस में जोड़ने के लिये ___ का सहारा लेना पड़ता है।', ('गांठ',))]",[]
leaf,bn:00035596n,"['पत्ता', 'पत्ती']","['पत्र या पर्ण पार्श्विक, चपटी संरचना होती है जो तने पर लगी रहती है।']",[],[],"['पत्र या पर्ण पार्श्विक, चपटी संरचना होती है जो तने पर लगी रहती है।']"
line,bn:00076373n,"['दूरदर्शन', 'टीवी', 'टेलिविजन', 'टेलीविज़न', 'वीडियो']","['दूरदर्शन या टेलिविज़न एक ऐसी दूरसंचार प्रणाली है जिसके द्वारा चलचित्र व ध्वनि को दो स्थानों के बीच प्रसारित व प्राप्त किया जा सके।', 'टेलेविज़न']","[('___ या टेलिविज़न एक ऐसी दूरसंचार प्रणाली है जिसके द्वारा चलचित्र व ध्वनि को दो स्थानों के बीच प्रसारित व प्राप्त किया जा सके।', ('दूरदर्शन', 'टेलीविज़न', 'टेलिविजन', 'वीडियो', 'टीवी'))]","[('___ या टेलिविज़न एक ऐसी दूरसंचार प्रणाली है जिसके द्वारा चलचित्र व ध्वनि को दो स्थानों के बीच प्रसारित व प्राप्त किया जा सके।', ('दूरदर्शन', 'टेलीविज़न', 'टेलिविजन', 'वीडियो', 'टीवी'))]",['टेलेविज़न']
lip,bn:00051440n,"['होंठ', 'ओष्ठ']",['ओष्ठ या ओठ मनुष्य तथा कई अन्य जंतुओं के मुँह का बाहरी दिखने वाला भाग होता है।'],"[('___ या ओठ मनुष्य तथा कई अन्य जंतुओं के मुँह का बाहरी दिखने वाला भाग होता है।', ('ओष्ठ', 'होंठ'))]","[('___ या ओठ मनुष्य तथा कई अन्य जंतुओं के मुँह का बाहरी दिखने वाला भाग होता है।', ('ओष्ठ', 'होंठ'))]",[]
map,bn:00036821n,"['फलन', 'प्रतिचित्रण']","['गणित एवं इससे संबंधित क्षेत्रों में प्रतिचित्रण शब्द का प्रयोग फलन के समानार्थी शब्द जैसा होता है।', 'गणित में जब कोई राशि का मान किसी एक या एकाधिक राशियों के मान पर निर्भर करता है तो इस संकल्पना को व्यक्त करने के लिये फलन शब्द का प्रयोग किया जाता है।']","[('गणित में जब कोई राशि का मान किसी एक या एकाधिक राशियों के मान पर निर्भर करता है तो इस संकल्पना को व्यक्त करने के लिये ___ शब्द का प्रयोग किया जाता है।', ('फलन', 'प्रतिचित्रण')), ('गणित एवं इससे संबंधित क्षेत्रों में ___ शब्द का प्रयोग फलन के समानार्थी शब्द जैसा होता है।', ('प्रतिचित्रण',)), ('गणित एवं इससे संबंधित क्षेत्रों में प्रतिचित्रण शब्द का प्रयोग ___ के समानार्थी शब्द जैसा होता है।', ('फलन',))]","[('गणित में जब कोई राशि का मान किसी एक या एकाधिक राशियों के मान पर निर्भर करता है तो इस संकल्पना को व्यक्त करने के लिये ___ शब्द का प्रयोग किया जाता है।', ('फलन', 'प्रतिचित्रण')), ('गणित एवं इससे संबंधित क्षेत्रों में ___ शब्द का प्रयोग फलन के समानार्थी शब्द जैसा होता है।', ('प्रतिचित्रण',)), ('गणित एवं इससे संबंधित क्षेत्रों में प्रतिचित्रण शब्द का प्रयोग ___ के समानार्थी शब्द जैसा होता है।', ('फलन',))]",[]
match,bn:00036522n,['माचिस'],"['माचिस और उसकी तिली मिलकर आवश्यकतानुसार, नियंत्रित ढ़ंग से आग पैदा करने के काम आते हैं।']","[('___ और उसकी तिली मिलकर आवश्यकतानुसार, नियंत्रित ढ़ंग से आग पैदा करने के काम आते हैं।', ('माचिस',))]","[('___ और उसकी तिली मिलकर आवश्यकतानुसार, नियंत्रित ढ़ंग से आग पैदा करने के काम आते हैं।', ('माचिस',))]",[]
monkey,bn:00055685n,['बंदर'],"['बंदर एक मेरूदण्डी, स्तनधारी प्राणी है।']","[('___ एक मेरूदण्डी, स्तनधारी प्राणी है।', ('बंदर',))]","[('___ एक मेरूदण्डी, स्तनधारी प्राणी है।', ('बंदर',))]",[]
moon,bn:00055813n,['प्राकृतिक उपग्रह'],"['प्राकृतिक उपग्रह या चन्द्रमा ऐसी खगोलीय वस्तु को कहा जाता है जो किसी ग्रह, क्षुद्रग्रह या अन्य वस्तु के इर्द-गिर्द परिक्रमा करता हो।']","[('___ या चन्द्रमा ऐसी खगोलीय वस्तु को कहा जाता है जो किसी ग्रह, क्षुद्रग्रह या अन्य वस्तु के इर्द-गिर्द परिक्रमा करता हो।', ('प्राकृतिक उपग्रह',))]","[('___ या चन्द्रमा ऐसी खगोलीय वस्तु को कहा जाता है जो किसी ग्रह, क्षुद्रग्रह या अन्य वस्तु के इर्द-गिर्द परिक्रमा करता हो।', ('प्राकृतिक उपग्रह',))]",[]
muscle,bn:00056377n,['पेशी'],['कंकाल पेशी या केवल पेशी प्राणियों का आकुंचित होने वाला ऊतक है।'],[],"[('कंकाल ___ या केवल ___ प्राणियों का आकुंचित होने वाला ऊतक है।', ('पेशी',))]",[]
nail,bn:00056727n,"['नाख़ुन', 'नख', 'नाखून']","['नाखून मनुष्यों के हाथ तथा पांव की अंगुलियों के आख़िरी हिस्से के ऊपरी भाग में एक ठोस कवचनुमा आवरण होता है।', 'शारिरिक अंग']","[('___ मनुष्यों के हाथ तथा पांव की अंगुलियों के आख़िरी हिस्से के ऊपरी भाग में एक ठोस कवचनुमा आवरण होता है।', ('नाखून', 'नाख़ुन', 'नख'))]","[('___ मनुष्यों के हाथ तथा पांव की अंगुलियों के आख़िरी हिस्से के ऊपरी भाग में एक ठोस कवचनुमा आवरण होता है।', ('नाखून', 'नाख़ुन', 'नख'))]",['शारिरिक अंग']
neck,bn:00017395n,"['गर्दन', 'गरदन', 'कंठ']",['गर्दन शरीर का वह हिस्सा होती है जो मानव और अन्य रीढ़-वाले जीवों१ में सिर को धड़ से जोड़ती है।'],"[('___ शरीर का वह हिस्सा होती है जो मानव और अन्य रीढ़-वाले जीवों१ में सिर को धड़ से जोड़ती है।', ('गर्दन', 'गरदन', 'कंठ'))]","[('___ शरीर का वह हिस्सा होती है जो मानव और अन्य रीढ़-वाले जीवों१ में सिर को धड़ से जोड़ती है।', ('गर्दन', 'गरदन', 'कंठ'))]",[]
nerve,bn:00057322n,['तंत्रिका'],['किसी जीव के शरीर में तंत्रिका१ ऐसे रेशे को कहते हैं जिसके द्वारा शरीर के एक स्थान से दूसरे स्थान तक संकेत भेजे जाते हैं।'],"[('किसी जीव के शरीर में ___१ ऐसे रेशे को कहते हैं जिसके द्वारा शरीर के एक स्थान से दूसरे स्थान तक संकेत भेजे जाते हैं।', ('तंत्रिका',))]","[('किसी जीव के शरीर में ___१ ऐसे रेशे को कहते हैं जिसके द्वारा शरीर के एक स्थान से दूसरे स्थान तक संकेत भेजे जाते हैं।', ('तंत्रिका',))]",[]
net,bn:00024712n,"['इन्टरनेट', 'सायबरस्पेस', 'अंतरजाल', 'इंटरनेट', 'अंतर्जाल']","['अन्तर्जाल एक वैश्विक कम्प्यूटर संजाल है जो विभिन्न प्रकार की सूचना और संचार सुविधाएँ प्रदान करता है, जिसमें मानकीकृत संचार प्रोटोकॉलों का उपयोग करके परस्पर जुड़े जाल-तन्त्र शामिल हैं।', 'विश्व में डिवाइसों को लिंक करने के लिए इंटरकनेक्टेड कंप्यूटर नेटवर्क की वैश्विक प्रणाली']",[],[],"['अन्तर्जाल एक वैश्विक कम्प्यूटर संजाल है जो विभिन्न प्रकार की सूचना और संचार सुविधाएँ प्रदान करता है, जिसमें मानकीकृत संचार प्रोटोकॉलों का उपयोग करके परस्पर जुड़े जाल-तन्त्र शामिल हैं।', 'विश्व में डिवाइसों को लिंक करने के लिए इंटरकनेक्टेड कंप्यूटर नेटवर्क की वैश्विक प्रणाली']"
nose,bn:00058117n,"['नासिका', 'नाक']",['नाक रीढ़धारी प्राणियों में पाया जाने वाला छिद्र है।'],"[('___ रीढ़धारी प्राणियों में पाया जाने वाला छिद्र है।', ('नाक', 'नासिका'))]","[('___ रीढ़धारी प्राणियों में पाया जाने वाला छिद्र है।', ('नाक', 'नासिका'))]",[]
office,bn:00001961n,"['दफ़्तर', 'कार्यालय', 'एजेंसी', 'प्राधिकार']","['प्राधिकार किसी व्यक्ति, गुट या संस्थान के किसी विषय या क्षेत्र में निर्णय लेने व निर्णायक कार्य करने की ऐसी क्षमता को कहते हैं जो किसी राज्य द्वारा प्रदान की गई हो।', 'प्रशासनिक कार्यों हेतु इस्तेमाल किया जाने वाला कमरा या घर']","[('___ किसी व्यक्ति, गुट या संस्थान के किसी विषय या क्षेत्र में निर्णय लेने व निर्णायक कार्य करने की ऐसी क्षमता को कहते हैं जो किसी राज्य द्वारा प्रदान की गई हो।', ('प्राधिकार', 'कार्यालय', 'दफ़्तर', 'एजेंसी'))]","[('___ किसी व्यक्ति, गुट या संस्थान के किसी विषय या क्षेत्र में निर्णय लेने व निर्णायक कार्य करने की ऐसी क्षमता को कहते हैं जो किसी राज्य द्वारा प्रदान की गई हो।', ('प्राधिकार', 'कार्यालय', 'दफ़्तर', 'एजेंसी'))]",['प्रशासनिक कार्यों हेतु इस्तेमाल किया जाने वाला कमरा या घर']
orange,bn:00059250n,['नारंगी'],"['नारंगी एक पारिभाषित तथा दैनिक जीवन में प्रयुक्त रंग है, जो नारंगी के छिलके के वर्ण जैसा दिखता है।']",[],"[('___ एक पारिभाषित तथा दैनिक जीवन में प्रयुक्त रंग है, जो ___ के छिलके के वर्ण जैसा दिखता है।', ('नारंगी',))]",[]
pen,bn:00061314n,"['क़लम', 'पेन', 'लेखनी']","['लेखनी, कलम या पेन वह वस्तु है जिससे कागज पर स्याही द्वारा लिखा जाता है।']","[('लेखनी, कलम या ___ वह वस्तु है जिससे कागज पर स्याही द्वारा लिखा जाता है।', ('पेन', 'लेखनी', 'क़लम'))]","[('___, कलम या पेन वह वस्तु है जिससे कागज पर स्याही द्वारा लिखा जाता है।', ('लेखनी', 'क़लम')), ('लेखनी, कलम या ___ वह वस्तु है जिससे कागज पर स्याही द्वारा लिखा जाता है।', ('पेन', 'क़लम'))]",[]
pencil,bn:00061334n,"['पेन्सिल', 'पेंसिल']",['पेंसिल लिखने या चित्र बनाने के काम आती है।'],"[('___ लिखने या चित्र बनाने के काम आती है।', ('पेंसिल', 'पेन्सिल'))]","[('___ लिखने या चित्र बनाने के काम आती है।', ('पेंसिल', 'पेन्सिल'))]",[]
picture,bn:00034471n,['फ़िल्म'],"['चलच्चित्र या फ़िल्म में यह दृश्य कला का प्रकार है जो चलती छवियों के उपयोग के माध्यम से अनुभवों को अनुकरण करता है अन्यथा विचारों, कहानियों, धारणाओं, भावनाओं, सौंदर्य या वातावरण को सम्प्रेषित करता है।', 'तथ्यात्मक फिल्मो का प्रयोग', 'ओलिम्पस हेज फाॅलेन']","[('चलच्चित्र या ___ में यह दृश्य कला का प्रकार है जो चलती छवियों के उपयोग के माध्यम से अनुभवों को अनुकरण करता है अन्यथा विचारों, कहानियों, धारणाओं, भावनाओं, सौंदर्य या वातावरण को सम्प्रेषित करता है।', ('फ़िल्म',))]","[('चलच्चित्र या ___ में यह दृश्य कला का प्रकार है जो चलती छवियों के उपयोग के माध्यम से अनुभवों को अनुकरण करता है अन्यथा विचारों, कहानियों, धारणाओं, भावनाओं, सौंदर्य या वातावरण को सम्प्रेषित करता है।', ('फ़िल्म',))]","['तथ्यात्मक फिल्मो का प्रयोग', 'ओलिम्पस हेज फाॅलेन']"
pig,bn:00042006n,"['सूअर', 'सुस', 'घरेलू सुअर', 'Sus scrofa domestica']","['सूअर या पालतू सूअर, जिसका वैज्ञानिक नाम सुस डोमेस्टिकस है, सूइडाए कुल की एक जीववैज्ञानिक जाति है।', 'सुस समखुरीय स्तनधारियों का एक जीववैज्ञानिक वंश है जिसमें जंगली सूअर और पालतू सूअर आते हैं।']","[('___ या पालतू ___, जिसका वैज्ञानिक नाम सुस डोमेस्टिकस है, सूइडाए कुल की एक जीववैज्ञानिक जाति है।', ('सूअर', 'Sus scrofa domestica', 'घरेलू सुअर')), ('सूअर या पालतू सूअर, जिसका वैज्ञानिक नाम ___ डोमेस्टिकस है, सूइडाए कुल की एक जीववैज्ञानिक जाति है।', ('सुस', 'Sus scrofa domestica', 'घरेलू सुअर')), ('सुस समखुरीय स्तनधारियों का एक जीववैज्ञानिक वंश है जिसमें जंगली ___ और पालतू ___ आते हैं।', ('सूअर', 'Sus scrofa domestica', 'घरेलू सुअर')), ('___ समखुरीय स्तनधारियों का एक जीववैज्ञानिक वंश है जिसमें जंगली सूअर और पालतू सूअर आते हैं।', ('सुस', 'Sus scrofa domestica', 'घरेलू सुअर'))]","[('___ या पालतू ___, जिसका वैज्ञानिक नाम सुस डोमेस्टिकस है, सूइडाए कुल की एक जीववैज्ञानिक जाति है।', ('सूअर', 'Sus scrofa domestica', 'घरेलू सुअर')), ('सूअर या पालतू सूअर, जिसका वैज्ञानिक नाम ___ डोमेस्टिकस है, सूइडाए कुल की एक जीववैज्ञानिक जाति है।', ('सुस', 'Sus scrofa domestica', 'घरेलू सुअर')), ('सुस समखुरीय स्तनधारियों का एक जीववैज्ञानिक वंश है जिसमें जंगली ___ और पालतू ___ आते हैं।', ('सूअर', 'Sus scrofa domestica', 'घरेलू सुअर')), ('___ समखुरीय स्तनधारियों का एक जीववैज्ञानिक वंश है जिसमें जंगली सूअर और पालतू सूअर आते हैं।', ('सुस', 'Sus scrofa domestica', 'घरेलू सुअर'))]",[]
