word_original,synset,senses,definitions
plate,bn:00050990n,['rekisterikilpi'],"['Rekisterikilpi on tunnistamista varten tarkoitettu autoon tai muuhun rekisteröitävään ajoneuvoon kiinnitetty pieni metallinen tai muovinen kilpi, johon on kirjoitettu ajoneuvon rekisteritunnus.']"
plough,bn:00063057n,['aura'],"['Aura eli kyntöaura on maatalouskone, jota käytetään kyntämiseen eli maan muokkaamiseen avaamalla pitkiä vakoja maahan ja maata kääntämällä.']"
pocket,bn:00063155n,['tasku'],"['Tasku on vaatekappaleen, laukun tai muun esineen ulko- tai sisäpinnassa oleva litteä tai pussimainen säilytyslokero, jonne voi sijoittaa mukana tarvittavia pieniä tavaroita.', 'Vaatekappaleen osa']"
pot,bn:00015106n,"['potta', 'pytty', 'yöastia', 'käymälä', 'pönttö', 'wc-pönttö', 'vessa', 'wc-istuin']","['Käymälä on paikka, huonetila tai rakennus, jota käytetään tarpeiden tekemiseen eli ulostamiseen ja virtsaamiseen.', 'Ulostamiseen ja virtsaamiseen tarkoitettu paikka']"
potato,bn:00047481n,"['peruna', 'potaatti', 'pottu']","['Peruna on koisokasvien heimoon kuuluva kasvi, jonka mukulaa käytetään ravintona.', 'ravinnoksi käytettävä perunakasvin mukula', 'Koisokasvien heimoon kuuluva ravintokasvi']"
prison,bn:00064468n,"['linna', 'vankila', 'tyrmä']","['Vankila on laitos, jossa säilytetään vankeja.', 'laitos, jossa pidetään lainrikkojia', 'Paikka, jossa yksilöiden henkilökohtaista vapautta on rajoitettu.']"
rail,bn:00077838n,"['rautatie', 'rata', 'junarata', 'raide', 'Raide', 'raiteet']","['Raide tarkoittaa kahden kiskon ja pölkytyksen muodostamaa yksittäistä väylää, joka muodostaa alustan raideliikenteelle ja ottaa vastaan liikenteen kuormat.', 'Kahden kiskon ja pölkytyksen muodostama yksittäinen väylä']"
rat,bn:00056119n,"['hiiri', 'kotihiiret', 'Kotihiiret']","['Kotihiiret on varsinaisten hiirten ja rottien alaheimoon kuuluva jyrsijäsuku, johon kuuluu noin 40 lajia.', 'Hiiriksi kutsutaan monia pieniä, etenkin pitkähäntäisiä jyrsijöitä.', 'Pieni jyrsijä', 'pieni jyrsijä']"
receipt,bn:00000746n,"['lasku', 'tili', 'ravintolalasku', 'tavaralasku']","['Lasku on tosite tai ilmoitus, joka sisältää myydyn tuotteen tai palvelun tiedot sekä sovitun hinnan.']"
rod,bn:00022813n,"['ruumiinrangaistus', 'ruumiillinen rangaistus']","['Ruumiinrangaistus on yksilölle hänen tekemänsä oikeudenloukkauksen vuoksi määrätty rangaistus, joka kohdistuu hänen ruumiilliseen koskemattomuuteensa.', 'Kivun tahallinen aiheuttaminen rangaistuksena']"
roof,bn:00068220n,"['ulkokatto', 'katto']","['Katto on rakennusta, huonetta tai vastaavaa tilaa päältä päin suojaava rakennusosa, tai yleensä jonkin tilan yläpinta.', 'huoneen, rakennuksen tai tilan yläpinta']"
sail,bn:00068849n,"['purjealus', 'purjehdusalus', 'purjelaiva']","['Purjealus on vesiliikennealus, joka kulkee vedessä tuulen voiman vaikuttaessa sen purjeisiin.']"
school,bn:00069619n,"['yliopisto', 'koulu']","['Koulu on usein valtiollinen instituutio, jonka tehtävänä on järjestää virallista, tutkintoihin johtavaa koulutusta.']"
scissors,bn:00060209n,['sakset'],"['Sakset on käsityökalu, joka on tarkoitettu erilaisten ohuiden materiaalien leikkaamiseen ja katkaisemiseen.', 'Leikkaustyökalu', 'käsityökalu ohuiden materiaalien leikkaamiseen']"
seed,bn:00070253n,['siemen'],['Siemen on suvullisesti lisääntyvän siemenkasvin lisääntymiselin.']
sheep,bn:00070967n,"['lammas', 'lampaat', 'Ovis aries', 'Ovis orientalis aries']","['Lammas on vuohieläinten alaheimoon kuuluva nisäkäs, jota kasvatetaan etenkin sen villan, lihan ja maidon vuoksi.', 'kesytetty vuohieläin']"
ship,bn:00071103n,"['laiva', 'alus']","['Laiva on suuri vedessä kulkeva alus.', 'Suurehko vesikulkuneuvo']"
shirt,bn:00071142n,"['paita', 'aluspaita', 'paitapusero']",['Paita on ylävartalon päälle lähimmäksi ihoa puettava vaate.']
shoe,bn:00071172n,['kenkä'],"['Kenkä on nauhalla, soljella tai vastaavalla kiinnitettävä tai avonainen jalkine.']"
skin,bn:00024643n,"['iho', 'nahka', 'tegumentti', 'cutis']","['Iho on elimistön uloin ja suurin elin, jonka kerroksia ovat orvaskesi, verinahka ja ihonalaiskerros.', 'Elimistön uloin ja suurin elin']"
skirt,bn:00072004n,['hame'],"['Hame on vaatekappale, joka on yhtenäinen ja kiedotaan lantion ympärille.']"
snake,bn:00059150n,"['käärmeet', 'käärme']","['Käärmeet ovat jalattomia matelijoita.', 'Matelijoiden alalahko', 'Jalattomia matelijoita']"
sock,bn:00072576n,['sukka'],"['Sukka on pussimainen vaate, joka peittää jalkaa ja jalkaterää.']"
spade,bn:00022443n,"['Nigga', 'lakupekka', 'nekru', 'mutiainen', 'neekeri', 'mutakuono']","['Nigga on afroamerikkalaisten afrikanamerikkalaisessa englannissa käyttämä, heitä itseään tarkoittava termi.', 'afroamerikkalainen termi']"
sponge,bn:00060631n,"['sienieläimet', 'sienieläin']","['Sienieläimet on eläinkunnan pääjakso, joka käsittää yli 5 000 etenkin merissä elävää lajia.']"
spoon,bn:00073547n,"['lusikka', 'kapusta']","['Lusikka on ruokailuväline, jossa on varsi ja maljamainen pesäosa.', 'Ruokailuväline']"
spring,bn:00036077n,"['lähde', 'ulosvirtaus', 'purkaus', 'luonnonlähde']","['Lähde on paikka, jossa pohjavesi virtaa maan pinnalle.', 'Paikka, jossa pohjavesi virtaa maan pinnalle', 'Paikka, jossa pohjavesi virtaa maan pinnalle']"
square,bn:00036107n,"['neliö', 'nelikulmio']","['Neliö on geometriassa nelikulmio, jonka kaikki sivut ovat yhtä pitkät ja kaikki kulmat ovat suoria eli 90°.', 'Säännöllinen nelikulmio, geometrinen kuvio', 'Säännöllinen nelikulmio']"
stamp,bn:00063768n,"['postimerkki', 'merkki']","['Postimerkki on postilähetykseen kiinnitettävä todistus siitä, että postimaksu on maksettu ennalta.', 'Postilähetykseen kiinnitettävä todiste siitä, että lähetyksen postimaksu on maksettu']"
star,bn:00073964n,"['tähti', 'kiintotähti']","['Tähti on omavaloinen, yleensä pallomainen ja kaasumainen taivaankappale.', 'Avaruuden kaasupallo, taivaankappale', 'Omavaloinen taivaankappale']"
stem,bn:00073868n,"['varsi', 'Varsi']","['Varsi on tavallisesti kasvin maanpäällinen osa eli ilmaverso, joka kannattelee lehtiä ja kukkia, eli toimii kasvin tukirankana.', 'Kasvinosa']"
stick,bn:00019079n,['sikari'],"['Sikari (esp.', 'tupakkatuote']"
stomach,bn:00012886n,"['vatsa', 'maha', 'Mahalaukku', 'mahalaukku', 'masu']","['Mahalaukku eli ventrikkeli ', 'ruuansulatuselin']"
store,bn:00021483n,"['muisti', 'muistikortti', 'tietokonemuisti']","['Muisti on tietokoneen osa, johon voidaan tallentaa tietoa.', 'Tietokoneen muisti']"
sun,bn:00028190n,"['sunnuntai', 'lepopäivä', 'pyhäpäivä', 'su', 'Dominicus']","['Sunnuntai', 'Su, viikonpäivä', 'Viikonpäivä']"
table,bn:00075813n,['pöytä'],"['Pöytä on huonekalu, yleensä vaakasuora taso, joka on korotettu lattiasta jalkojen tai muun tukirakenteen avulla.Pöytää käytetään työskentelyalustana muun muassa syödessä ja muissa käsin ja istuen tehtävissä toiminnoissa.', 'huonekalu', 'Huonekalu, joka yleensä koostuu kovasta, tasaisesta vaakatasosta, jota pitää koholla ja tukee vähintään kolme jalkaa (tavallisesti neljä).']"
tail,bn:00075904n,"['pyrstö', 'häntä']","['Häntä on selkärankaisen maaeläimen uloke eläimen takapuolen ja selän väliseudulla, jonkin verran peräaukon yläpuolella.']"
thread,bn:00077028n,"['rihma', 'lanka', 'kuitu', 'säie']","['Lanka on tekstiilituotteiden raaka-aine, joka valmistetaan kehräämällä yhteen luonnonkuituja, synteettisiä kuituja tai näitä molempia.', 'Tekstiilituotteiden raaka-aine']"
throat,bn:00061897n,"['kurkku', 'pharynx', 'nielu']",['Kurkku on kaulan etuosa; se sijaitsee selkärangan etupuolella.']
thumb,bn:00063376n,"['peukalo', 'pollex']","['Peukalo on ihmisen kädessä laitimmainen sormi; oikeassa kädessä – kämmenen osoittaessa alaspäin – vasemmanpuoleisin ja vasemmassa oikeanpuoleisin.', 'Sormi']"
ticket,bn:00033665n,"['hinta', 'tariffi', 'taksa', 'julkisen liikenteen maksu', 'ajomaksu', 'matkalipun hinta']",['julkisen liikenteen käytöstä maksettava hinta']
toe,bn:00077465n,['varvas'],"['Varvas on jalkaterän kärjessä sijaitseva puikkomainen uloke.', 'jalkaterän osa']"
tooth,bn:00077593n,"['hammas', 'Hammas']","['Hammas on kova kalkkipitoinen suussa sijaitseva muodostelma, jollaisia on monilla selkärankaisilla.', 'suussa sijaitseva muodostelma']"
train,bn:00066028n,"['juna', 'opettaa', 'harjoittaa']","['Juna on rautatiellä kulkeva kulkuväline, jossa on vaihteleva määrä vaunuja.', 'Liikenneväline', 'Kiskoajoneuvo']"
tray,bn:00078102n,"['tarjotin', 'tarjottimellinen', 'Tarjotin']",['Tarjotin on tarjoiluun tarkoitettu väline.']
tree,bn:00078131n,['puu'],"['Puu on suurikokoinen monivuotinen puuvartinen kasvi, jolla on yleensä yksi hallitseva varsi.', 'Suurikokoinen monivuotinen puuvartinen kasvi', 'Puuvartinen kasvi']"
trousers,bn:00060423n,['housut'],['Housut ovat alaraajoja paitsi jalkateriä suojaamaan tarkoitettu vaatekappale.']
umbrella,bn:00078920n,['sateenvarjo'],"['Sateenvarjo on kokoon taitettavissa oleva kupu, jota käytetään sateelta suojautumiseen.', 'Kannettava sateensuoja']"
wall,bn:00080386n,"['seinä', 'muuri']","['Muuri on muuraamalla aikaansaatu seinämä.', 'muuraamalla tehty seinämä']"
watch,bn:00077172n,"['rannekello', 'taskukello', 'kello']","['Rannekello on kello, jota pidetään ranteessa.', 'Kello']"
wheel,bn:00010248n,"['polkupyörä', 'pyörä', 'velosipedi', 'fillari']","['Polkupyörä on lihasvoimalla toimiva ajoneuvo, jonka rakenne perustuu yleensä kahteen peräkkäiseen pyörään, jotka yhdistää runko.', 'Ajoneuvo joka liikkuu kuljettajan polkemisen voimasta']"
whip,bn:00081007n,"['ruoska', 'piiska']","['Ruoska on rankaisu- tai kidutusväline, jota on käytetty jo muinaisten korkeakulttuurien ajoilta lähtien.', 'Esine', 'Rankaisu- tai kidutusväline']"
whistle,bn:00081044n,"['pilli', 'Pilli', 'vihellys']","['Pilli tai vihellyspilli on soitin, joka tuottaa vain yhden sävelen, yleensä korkean vihellyksen.', 'Puhallettava instrumentti, joka tuottaa viheltävän äänen']"
window,bn:00081285n,"['ikkuna', 'akkuna']","['Ikkuna on seinään, oveen tai kattoon asennettu yleensä lasitettu rakennusosa.', 'Aukko seinässä, ovessa tai katossa']"
wing,bn:00081336n,['siipi'],"['Siipi on lintujen ja hyönteisten lenninelin.', 'Lentoelin']"
worm,bn:00081635n,"['mato', 'toukka']","['Madoiksi kutsutaan matelemalla liikkuvia, raajattomia, pieniä, lankamaisia eläimiä.']"
