word_original,synset,senses,definitions
train,bn:00066028n,['rong'],"['Raudteerong on enamasti paljudest üksteise järele haagitud reisi-, platvorm- ja kaubavagunitest ning ühest või mitmest vedurist koosnev raudtee veerem.']"
tree,bn:00078131n,['puu'],"['Puu on hästi välja kujunenud varrega puittaim, mis võib saavutada suured mõõtmed.', 'Tüvega puittaim']"
trousers,bn:00060423n,"['püksid', 'Püksid']","['Püksid on alakeha kattev pikkade, poolpikkade või lühikeste säärtega pealisrõivas, samuti vastav alusrõivas.', 'kaheharuline riietusese alakeha katteks']"
umbrella,bn:00078920n,['vihmavari'],"['Vihmavari on kaasaskantav seadeldis, mida kasutatakse selleks, et ennast vihma eest kaitsta.']"
wall,bn:00080386n,"['sein', 'müür']",['Müür on looduslikust või tehiskivist massiivne sein või ise seisev piirderajatis.']
watch,bn:00077172n,"['käekell', 'kell']",['Käekell on randmel kantav kell.']
wheel,bn:00010248n,"['jalgratas', 'ratas']","['Jalgratas on kaherattaline inimjõul, täpsemalt pedaalide väntamisel, edasi liikuv sõiduvahend.', '(enamasti) kaherattaline inimjõul liikuv sõiduvahend']"
whip,bn:00081007n,"['piits', 'Piits']","['Piits on löögiriist ergutamiseks, inimeste karistamiseks või ründamiseks, mis koosneb reeglina varrest ja selle külge kinnitatud nöörist või rihmast.']"
window,bn:00081285n,['aken'],"['Aken on hoone, sõiduki või muu objekti seinas, katuses või ukses paiknev ava, mis tavaliselt võimaldab lasta sisse valgust ja õhku.', 'Ava hoone, sõiduki vms seinas, katuses või ukses.', 'läbipaistava materjaliga kaetud avaus hoone seinas']"
wing,bn:00081336n,"['tiib', 'Tiib']","['Tiib on loomadel esinev paariline õhus tõstejõudu tekitav liikumiselund, mis on evolutsiooni käigus arenenud loomade lendamist võimaldavaks kulgemisviisiks.']"
worm,bn:00081635n,"['uss', 'ussid', 'Ussid']","['Ussid on selgrootute koondrühm, keda iseloomustab piklik kehakuju, nahklihasmõigu olemasolu ja jäsemete puudumine.']"
